OBJECTID,tipo_muestra,longitude,latitude,Departamento,Municipio,tecnica_medicion,Li_ppm2,Cu_ppm2,Co_ppm2,Ni_ppm2,La_ppm2,Ce_ppm2,Pr_ppm2,Nd_ppm2,Sm_ppm2,Eu_ppm2,Gd_ppm2,Tb_ppm2,Dy_ppm2,Ho_ppm2,Er_ppm2,Tm_ppm2,Yb_ppm2,Lu_ppm2,Sc_ppm2,Y_ppm2
9535,SU: Suelo,-74.61172044,5.835390383,BOYACA,PUERTO BOYACÁ,Activación neutrónica,,,15,,32.5,69,,27,4.6,1.3,,0.8,,,,,2.4,0.36,16.2,
9536,SU: Suelo,-74.61172044,5.835390383,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,10,,39,,,,,,,,,,,,,,,,13
9585,SU: Suelo,-75.14762972,5.835449183,ANTIOQUIA,SONSÓN,ICP,,,15,,15.3,25,,14,3.2,0.8,,-0.5,,,,,2.2,0.39,21.1,
9586,SU: Suelo,-75.14762972,5.835449183,ANTIOQUIA,SONSÓN,Plasma (ICP),,25,,41,,,,,,,,,,,,,,,,16
9794,SU: Suelo,-74.62805631,5.837418207,BOYACA,PUERTO BOYACÁ,ICP,,,17,,13.5,32,,9,1.3,0.5,,-0.5,,,,,1.7,0.35,12.1,
9795,SU: Suelo,-74.62805631,5.837418207,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,8,,20,,,,,,,,,,,,,,,,3
10173,SU: Suelo,-74.81322539,5.837640518,ANTIOQUIA,SONSÓN,ICP,,,19,,36.2,72,,24,5.9,1.6,,0.8,,,,,2.9,0.49,16.5,
10174,SU: Suelo,-74.81322539,5.837640518,ANTIOQUIA,SONSÓN,Plasma (ICP),,52,,52,,,,,,,,,,,,,,,,14
10786,SU: Suelo,-74.16329038,5.841858835,BOYACA,OTANCHE,Activación neutrónica,,,17,,48.8,86,,39,7.7,1.6,,0.9,,,,,4.2,0.64,15.3,
10787,SU: Suelo,-74.16329038,5.841858835,BOYACA,OTANCHE,Plasma (ICP),,24,,36,,,,,,,,,,,,,,,,16
10999,SU: Suelo,-74.71222768,5.846579707,ANTIOQUIA,SONSÓN,ICP,,,14,,34.2,66,,28,5.9,1.5,,0.7,,,,,2.8,0.45,16.1,
11000,SU: Suelo,-74.71222768,5.846579707,ANTIOQUIA,SONSÓN,Plasma (ICP),,33,,23,,,,,,,,,,,,,,,,14
11220,SU: Suelo,-74.66538763,5.850392278,ANTIOQUIA,SONSÓN,ICP,,,22,,30.8,56,,25,4.7,1,,-0.5,,,,,2.3,0.38,20.3,
11221,SU: Suelo,-74.66538763,5.850392278,ANTIOQUIA,SONSÓN,Plasma (ICP),,37,,29,,,,,,,,,,,,,,,,11
11423,SU: Suelo,-75.07932151,5.850113511,ANTIOQUIA,SONSÓN,ICP,,,5,,26,39,,16,3.2,0.7,,-0.5,,,,,2.4,0.37,16.3,
11424,SU: Suelo,-75.07932151,5.850113511,ANTIOQUIA,SONSÓN,Plasma (ICP),,27,,33,,,,,,,,,,,,,,,,5
11537,SU: Suelo,-75.06281804,5.850504383,ANTIOQUIA,SONSÓN,ICP,,,6,,19.5,69,,14,2.9,0.7,,-0.5,,,,,2.5,0.38,15.2,
11538,SU: Suelo,-75.06281804,5.850504383,ANTIOQUIA,SONSÓN,Plasma (ICP),,10,,15,,,,,,,,,,,,,,,,1
11760,SU: Suelo,-74.3389358,5.860975023,BOYACA,PUERTO BOYACÁ,Activación neutrónica,,,4,,19.7,33,,14,2.8,0.6,,-0.5,,,,,1.8,0.26,9.5,
11761,SU: Suelo,-74.3389358,5.860975023,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,10,,16,,,,,,,,,,,,,,,,9
11866,SU: Suelo,-74.65702873,5.861414484,ANTIOQUIA,SONSÓN,ICP,,,13,,43,81,,32,6.6,1.5,,-0.5,,,,,3.1,0.48,18.4,
11867,SU: Suelo,-74.65702873,5.861414484,ANTIOQUIA,SONSÓN,Plasma (ICP),,36,,33,,,,,,,,,,,,,,,,14
11972,SU: Suelo,-75.10267945,5.865667613,ANTIOQUIA,SONSÓN,ICP,,,4,,3.4,61,,-5,0.6,0.3,,-0.5,,,,,1.6,0.25,22.5,
11973,SU: Suelo,-75.10267945,5.865667613,ANTIOQUIA,SONSÓN,Plasma (ICP),,16,,21,,,,,,,,,,,,,,,,-1
12396,SU: Suelo,-74.80406047,5.879137274,ANTIOQUIA,SONSÓN,ICP,,,5,,28.2,49,,21,3.7,0.8,,0.8,,,,,2.3,0.38,16.3,
12397,SU: Suelo,-74.80406047,5.879137274,ANTIOQUIA,SONSÓN,Plasma (ICP),,48,,46,,,,,,,,,,,,,,,,11
12508,SU: Suelo,-74.14072115,5.887075532,SANTANDER,LA BELLEZA,Activación neutrónica,,,9,,63.6,110,,48,8.7,1.7,,1.3,,,,,3.6,0.55,12.1,
12509,SU: Suelo,-74.14072115,5.887075532,SANTANDER,LA BELLEZA,Plasma (ICP),,26,,68,,,,,,,,,,,,,,,,16
12733,SU: Suelo,-74.78661956,5.889693685,ANTIOQUIA,SONSÓN,ICP,,,7,,19.1,62,,16,2.7,0.4,,-0.5,,,,,1.7,0.26,14.1,
12734,SU: Suelo,-74.78661956,5.889693685,ANTIOQUIA,SONSÓN,Plasma (ICP),,9,,30,,,,,,,,,,,,,,,,1
12909,SU: Suelo,-74.80125829,5.890778003,ANTIOQUIA,SONSÓN,ICP,,,18,,28.7,55,,11,3.7,0.9,,-0.5,,,,,1.9,0.29,14.3,
12910,SU: Suelo,-74.80125829,5.890778003,ANTIOQUIA,SONSÓN,Plasma (ICP),,60,,69,,,,,,,,,,,,,,,,12
13016,SU: Suelo,-74.57438981,5.892527415,BOYACA,PUERTO BOYACÁ,Activación neutrónica,,,16,,46.7,92,,41,8.6,2,,-0.5,,,,,4,0.61,18.5,
13017,SU: Suelo,-74.57438981,5.892527415,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,38,,61,,,,,,,,,,,,,,,,19
13130,SU: Suelo,-74.8590087,5.894443387,ANTIOQUIA,SAN FRANCISCO,ICP,,,21,,42.6,83,,35,6.9,1.5,,1.2,,,,,4.1,0.62,19,
13131,SU: Suelo,-74.8590087,5.894443387,ANTIOQUIA,SAN FRANCISCO,Plasma (ICP),,40,,44,,,,,,,,,,,,,,,,34
13325,R: Roca,-75.87586468,6.474198383,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,16.5,24.1,13.9,9,,,,,,,,,,,,,,4.8,
13380,R: Roca,-75.89198527,6.333607407,ANTIOQUIA,ANZÁ,Plasma (ICP),,45.7,42.6,53.5,17,,,,,,,,,,,,,,2.9,
13460,SU: Suelo,-74.72822284,5.897025751,ANTIOQUIA,PUERTO TRIUNFO,ICP,,,103,,51.2,89,,35,7.6,2.2,,-0.5,,,,,3.6,0.46,24.3,
13461,SU: Suelo,-74.72822284,5.897025751,ANTIOQUIA,PUERTO TRIUNFO,Plasma (ICP),,49,,24,,,,,,,,,,,,,,,,8
13570,SU: Suelo,-74.69308837,5.898449155,ANTIOQUIA,PUERTO TRIUNFO,ICP,,,19,,28.5,55,,23,4.9,1.5,,-0.5,,,,,2.5,0.37,15.4,
13571,SU: Suelo,-74.69308837,5.898449155,ANTIOQUIA,PUERTO TRIUNFO,Plasma (ICP),,30,,19,,,,,,,,,,,,,,,,11
13681,SU: Suelo,-75.12502159,5.902225236,ANTIOQUIA,COCORNÁ,ICP,,,11,,26.1,77,,20,4,0.8,,-0.5,,,,,3.7,0.55,16.8,
13682,SU: Suelo,-75.12502159,5.902225236,ANTIOQUIA,COCORNÁ,Plasma (ICP),,21,,27,,,,,,,,,,,,,,,,27
13905,SU: Suelo,-74.51249777,5.905835431,BOYACA,PUERTO BOYACÁ,Activación neutrónica,,,9,,58.7,170,,56,9.1,2.7,,1.4,,,,,3.3,0.5,12.1,
13906,SU: Suelo,-74.51249777,5.905835431,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,13,,15,,,,,,,,,,,,,,,,24
14351,SU: Suelo,-74.85503085,5.910471224,ANTIOQUIA,SAN FRANCISCO,ICP,,,32,,24.9,68,,26,5.9,1.8,,-0.5,,,,,4.8,0.77,33,
14352,SU: Suelo,-74.85503085,5.910471224,ANTIOQUIA,SAN FRANCISCO,Plasma (ICP),,109,,71,,,,,,,,,,,,,,,,17
14464,SU: Suelo,-74.43201943,5.923109594,BOYACA,PUERTO BOYACÁ,Activación neutrónica,,,8,,29.2,48,,23,4.6,1.2,,1,,,,,2.7,0.41,9.9,
14465,SU: Suelo,-74.43201943,5.923109594,BOYACA,PUERTO BOYACÁ,Plasma (ICP),,18,,49,,,,,,,,,,,,,,,,12
14577,SU: Suelo,-74.77347307,5.926610958,ANTIOQUIA,PUERTO TRIUNFO,ICP,,,7,,16.4,53,,11,2.7,0.5,,-0.5,,,,,1.6,0.34,17.9,
14578,SU: Suelo,-74.77347307,5.926610958,ANTIOQUIA,PUERTO TRIUNFO,Plasma (ICP),,33,,30,,,,,,,,,,,,,,,,2
15074,SU: Suelo,-74.73205651,5.931942038,ANTIOQUIA,PUERTO TRIUNFO,ICP,,,12,,60.6,121,,47,9.6,1.7,,1.3,,,,,5.6,0.84,15.8,
15075,SU: Suelo,-74.73205651,5.931942038,ANTIOQUIA,PUERTO TRIUNFO,Plasma (ICP),,31,,23,,,,,,,,,,,,,,,,21
15279,R: Roca,-75.79133428,6.235166375,ANTIOQUIA,HELICONIA,Plasma (ICP),,93.1,16.4,12,24.4,47,6.03,24.3,4.5,1.04,3.32,0.48,2.67,0.52,1.41,0.21,1.47,0.26,12,15.4
15283,R: Roca,-75.84173913,6.130533919,ANTIOQUIA,ARMENIA,Plasma (ICP),,156.6,12.2,5,22.5,41.5,5.2,20.8,4.1,1.26,3.44,0.53,2.83,0.53,1.68,0.29,1.76,0.26,8,16.8
15284,R: Roca,-75.897002,6.429212902,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,170.3,42.6,76,4,9.7,1.51,7.9,2.8,1.23,3.97,0.74,4.73,1.03,3.04,0.48,3.21,0.48,42,29.8
15285,R: Roca,-75.87245278,6.429055635,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,33,23.1,8,3.1,6.2,0.85,3.8,1.1,0.4,1.27,0.22,1.28,0.3,0.85,0.15,0.96,0.14,28,8
15286,R: Roca,-75.91464104,6.366697225,ANTIOQUIA,ANZÁ,Plasma (ICP),,79,34.3,24,2.7,6.5,1.04,5.9,1.8,0.66,2.21,0.39,2.39,0.53,1.58,0.26,1.53,0.26,32,14.5
15287,R: Roca,-75.94641045,6.267754089,ANTIOQUIA,ANZÁ,Plasma (ICP),,56.3,35.9,149,4,7.9,1.07,5.3,1.2,0.46,1.66,0.27,1.67,0.36,0.96,0.18,0.83,0.15,22,9.6
15288,R: Roca,-75.95382156,6.159508231,ANTIOQUIA,BETULIA,Plasma (ICP),,62.6,29,51,3.8,8.3,1.17,4.8,1.5,0.58,1.8,0.31,2.02,0.41,1.22,0.2,1.22,0.21,28,12.3
15289,R: Roca,-75.71015168,6.253041165,ANTIOQUIA,HELICONIA,Plasma (ICP),,51,18.6,5,5.3,11.3,1.58,7.5,2,0.67,2.33,0.45,2.83,0.63,1.88,0.33,2.08,0.33,30,18.9
15291,R: Roca,-75.7814529,6.38170622,ANTIOQUIA,EBÉJICO,Plasma (ICP),,6.9,38.5,69,7.4,13.3,1.49,4.7,1,0.98,0.82,0.17,1.01,0.22,0.69,0.15,0.87,0.15,13,6.9
15293,R: Roca,-75.83257451,6.521710895,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,37.5,25.3,31,2.4,5.2,0.8,3.6,1,0.37,1.31,0.26,1.42,0.36,1.05,0.17,0.97,0.17,29,9.8
15294,R: Roca,-75.91258161,6.701443874,ANTIOQUIA,BURITICÁ,Plasma (ICP),,29.4,13,10,25.2,46.6,6.07,24.9,5.4,1.77,5.24,0.85,4.59,0.94,2.67,0.46,2.53,0.43,8,27.6
15295,R: Roca,-75.90959305,6.700008967,ANTIOQUIA,BURITICÁ,Plasma (ICP),,47.8,16.5,5,23.7,43.2,5.66,23.7,5.1,1.57,4.86,0.74,4.4,0.86,2.49,0.42,2.66,0.4,10,27.1
15302,R: Roca,-75.84915807,6.606214956,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,27.9,35,58,0.5,1.3,0.21,1,0.3,0.17,0.55,0.09,0.52,0.13,0.39,,0.29,0.06,48,3.5
15304,R: Roca,-75.85312353,6.613124119,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,375,58.9,18,3.2,7.7,1.31,6.5,1.6,0.65,1.91,0.34,1.93,0.34,1.15,0.16,1.04,0.14,43,10.9
15306,R: Roca,-75.75172273,6.092570244,ANTIOQUIA,ANGELÓPOLIS,Plasma (ICP),,76.1,41.9,143,3.6,10.7,1.8,9.1,3.4,1.22,4.57,0.88,5.22,1.07,3.23,0.49,3.05,0.43,33,29.9
15307,R: Roca,-75.73004156,6.063007373,ANTIOQUIA,AMAGÁ,Plasma (ICP),,48.6,42.2,87,6.7,16.9,2.53,12.2,3.8,1.4,4.5,0.83,5.07,1.05,3,0.47,2.93,0.43,33,30.5
15309,R: Roca,-75.79907214,6.470767748,ANTIOQUIA,SOPETRÁN,Plasma (ICP),,18.1,33.3,74,4.5,12.9,2.18,12.1,3.7,1.39,5.08,0.93,5.64,1.17,3.49,0.54,3.2,0.49,30,33
15313,R: Roca,-75.90571337,6.699598644,ANTIOQUIA,BURITICÁ,Plasma (ICP),,137.8,36.8,48,7.9,14.9,2.12,9.8,2.6,0.79,3.59,0.59,3.88,0.85,2.67,0.37,2.25,0.37,31,24
15316,R: Roca,-75.88824755,6.714160365,ANTIOQUIA,BURITICÁ,Plasma (ICP),,73.2,18.1,5,6.9,15.9,2.5,11.1,3.2,0.95,3.72,0.59,3.77,0.66,2.26,0.37,2.02,0.32,23,20.8
15317,R: Roca,-75.89199191,6.714607453,ANTIOQUIA,BURITICÁ,Plasma (ICP),,175.3,44.4,58,3.3,9.1,1.45,7.9,2.5,0.91,3.98,0.71,4.64,0.99,3.09,0.47,2.76,0.42,42,27.8
15318,R: Roca,-75.92360619,6.083233159,ANTIOQUIA,CONCORDIA,Plasma (ICP),,180.1,45.4,116,3.6,8.9,1.35,6.7,2,0.78,2.7,0.53,3.17,0.67,2.1,0.29,1.67,0.26,42,18.6
15320,R: Roca,-75.90034554,6.088111458,ANTIOQUIA,CONCORDIA,Plasma (ICP),,130.6,44.9,117,3.7,9,1.37,6.6,2,0.78,2.91,0.47,3.37,0.64,2.04,0.29,1.84,0.26,41,18.2
15321,R: Roca,-75.88125149,6.099807876,ANTIOQUIA,CONCORDIA,Plasma (ICP),,125.4,42.8,133,4,9.1,1.39,7.1,2.1,0.88,2.95,0.5,3.29,0.66,2.11,0.29,1.74,0.24,41,18.5
15325,R: Roca,-75.82656572,6.65354736,ANTIOQUIA,LIBORINA,Plasma (ICP),,112,24.1,5,3.9,9.1,1.5,7.1,2,0.8,2.29,0.35,2.28,0.4,1.21,0.15,0.89,0.14,36,11.6
15327,R: Roca,-75.75134611,6.45567882,ANTIOQUIA,SAN JERÓNIMO,Plasma (ICP),,162.5,40.5,5,4.9,9.8,1.57,8.3,2.2,0.85,3.11,0.5,2.8,0.66,2,0.26,1.82,0.25,40,17.6
15328,R: Roca,-75.82587457,6.654932673,ANTIOQUIA,LIBORINA,Plasma (ICP),,6,24.1,5,1.8,4,0.62,3.6,1.1,0.52,1.9,0.34,2.02,0.44,1.3,0.17,0.93,0.15,47,11.2
15329,R: Roca,-75.74954804,6.274176627,ANTIOQUIA,EBÉJICO,Plasma (ICP),,78.3,28,30,12.8,26.9,3.77,16,3.7,1.26,3.67,0.58,3.93,0.73,2.35,0.37,2.42,0.34,30,21.9
15330,R: Roca,-75.75593742,6.074352882,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),,15,10.3,5,17.5,30.8,4.09,17.3,3.4,1,3.27,0.57,3.16,0.6,2.06,0.29,1.89,0.27,13,19.3
15331,R: Roca,-75.75737126,6.065002254,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),,12.4,9.5,5,18.9,30.7,4.39,17.9,3.5,1.08,3.7,0.52,3.11,0.62,1.99,0.29,1.79,0.29,13,18.8
15333,R: Roca,-75.92549112,6.694354961,ANTIOQUIA,GIRALDO,Plasma (ICP),,160.3,2.4,5,10.2,23.8,3.31,14,3.7,0.58,4.73,0.75,4.68,0.9,2.79,0.43,2.47,0.33,12,27.2
15334,R: Roca,-75.85102548,6.398996676,ANTIOQUIA,ANZÁ,Plasma (ICP),,6.4,31.9,5,6.4,14.7,2.14,11.2,2.7,0.89,2.8,0.43,2.47,0.46,1.32,0.18,1.21,0.17,26,13.3
15335,R: Roca,-75.91596196,6.463010406,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,82.2,32.7,20,1.7,4.3,0.64,3.5,1,0.37,1.33,0.23,1.5,0.29,0.95,0.14,0.83,0.15,34,9
15336,R: Roca,-75.93883402,6.275815755,ANTIOQUIA,ANZÁ,Plasma (ICP),,21.1,24.8,63,3.1,7.6,1.06,5.6,1.7,0.59,2.07,0.37,2.27,0.46,1.47,0.22,1.52,0.19,29,13.4
15339,R: Roca,-75.83029649,6.179731813,ANTIOQUIA,ARMENIA,Plasma (ICP),,182.8,42.1,95,2.9,8,1.16,6,2.1,0.88,2.98,0.57,3.43,0.79,2.32,0.37,2.39,0.33,43,20.9
15340,R: Roca,-75.8280639,6.187394771,ANTIOQUIA,ARMENIA,Plasma (ICP),,53.6,33.8,23,6.7,19.3,3.25,17.4,5.2,1.64,6.13,0.91,5.1,1.07,3.08,0.42,2.71,0.33,43,29.8
15343,R: Roca,-75.75212382,6.280251521,ANTIOQUIA,EBÉJICO,Plasma (ICP),,70.4,105.5,2211,,0.8,0.12,0.6,0.1,0.11,0.19,0.04,0.32,,0.15,,0.17,0.02,6,1.2
15344,R: Roca,-75.84780623,6.337528995,ANTIOQUIA,EBÉJICO,Plasma (ICP),,168.8,50.2,76,4.3,11.6,1.7,9,2.9,1.13,4.5,0.81,5.23,1.14,3.6,0.55,3.41,0.52,43,30.1
15346,R: Roca,-75.83788149,6.212082447,ANTIOQUIA,ARMENIA,Plasma (ICP),,103,16.8,5,24,48.6,5.73,25.4,5.2,1.55,4.44,0.66,3.84,0.75,2.19,0.33,1.98,0.33,12,20.9
15347,R: Roca,-75.8244044,6.429583573,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,6.9,2.9,11,10.3,23.1,2.5,9.6,1.8,0.35,1.67,0.28,1.79,0.36,1.2,0.2,1.38,0.22,2,11.5
15350,R: Roca,-75.86069989,6.42704507,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,63.4,22.6,22,4.4,10.9,1.57,8.1,2.3,0.91,3.01,0.51,2.86,0.58,1.76,0.27,1.54,0.25,25,17.6
15351,R: Roca,-75.8502806,6.426593218,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,3.5,5.6,5,20.9,40.3,4.49,16.9,2.8,0.75,2.09,0.35,2.07,0.42,1.33,0.23,1.36,0.26,5,12.8
15352,R: Roca,-75.84215418,6.428157834,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,22.8,24.5,7,3.2,7.4,1,4.9,1.3,0.52,1.72,0.27,1.68,0.35,1,0.17,0.89,0.15,36,10.6
15353,R: Roca,-75.83359996,6.434098383,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),,92.4,12.7,35,10.9,24,2.9,12.6,3.1,0.74,2.99,0.49,2.83,0.59,1.72,0.29,1.78,0.23,15,17
15354,R: Roca,-75.90008604,6.330388571,ANTIOQUIA,ANZÁ,Plasma (ICP),,42.5,19.1,20,16.1,31.9,3.97,16.5,3.9,1.1,3.37,0.54,2.93,0.6,1.68,0.24,1.61,0.25,24,17.7
15357,R: Roca,-75.95458417,6.260087909,ANTIOQUIA,ANZÁ,Plasma (ICP),,61.2,42.1,39,7.2,18.5,2.58,14,4,1.53,5.83,1.1,6.66,1.51,4.55,0.7,4.38,0.66,43,43
15360,R: Roca,-75.88922959,6.284069857,ANTIOQUIA,ANZÁ,Plasma (ICP),,132.5,42,101,2.8,7.5,1.14,5.7,1.9,0.75,2.75,0.58,3.34,0.74,2.26,0.36,2.32,0.36,43,21.4
15362,R: Roca,-75.98657507,6.402731419,ANTIOQUIA,CAICEDO,Plasma (ICP),,103.9,35.9,115,2.2,5.8,0.94,4.8,1.5,0.59,1.96,0.35,2.06,0.45,1.45,0.21,1.21,0.2,35,13.2
15366,R: Roca,-75.9242327,6.378656383,ANTIOQUIA,CAICEDO,Plasma (ICP),,104.1,33,76,4.1,10.8,1.47,7,2.1,0.79,2.26,0.39,2.38,0.52,1.62,0.23,1.65,0.22,27,14.8
15367,R: Roca,-75.83878292,6.057530904,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),12,6.3,1,2.7,15.4,26,,,,,,,,,,,,,1,1.9
15368,R: Roca,-75.79312307,6.086257636,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),40.6,99.3,39,71.3,4.2,12,,,,,,,,,,,,,39,21.5
15369,R: Roca,-75.79455907,6.086343456,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),12.3,110,46,86.6,5.9,16,,,,,,,,,,,,,45,42.6
15371,R: Roca,-75.80531927,6.177906429,ANTIOQUIA,ARMENIA,Plasma (ICP),11.3,64,31,51.4,6.3,15,,,,,,,,,,,,,29,19.1
15373,R: Roca,-75.79153194,6.201379252,ANTIOQUIA,HELICONIA,Plasma (ICP),21.5,46.2,46,70.5,3.6,11,,,,,,,,,,,,,43,37.2
15376,R: Roca,-75.75967793,6.158827199,ANTIOQUIA,ARMENIA,Plasma (ICP),28.4,154.4,63,162.9,1.3,4,,,,,,,,,,,,,43,20.9
15379,R: Roca,-75.82264291,6.341690628,ANTIOQUIA,EBÉJICO,Plasma (ICP),23.7,128.9,36,98,20.1,30,,,,,,,,,,,,,27,29.8
15380,R: Roca,-75.82303028,6.397510832,ANTIOQUIA,EBÉJICO,Plasma (ICP),62.9,1421.7,70,42.7,5.5,16,,,,,,,,,,,,,44,42.2
15383,R: Roca,-75.91871783,6.445502937,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),4.9,222.8,39,25,3.3,8,,,,,,,,,,,,,27,6.4
15385,R: Roca,-75.91271673,6.366676955,ANTIOQUIA,ANZÁ,Plasma (ICP),1.4,458.7,20,20,0.2,1,,,,,,,,,,,,,29,1.5
15386,R: Roca,-75.9127258,6.366685961,ANTIOQUIA,ANZÁ,Plasma (ICP),0.7,792.5,13,17,0.1,1,,,,,,,,,,,,,27,3.1
15387,R: Roca,-75.93765885,6.260247578,ANTIOQUIA,ANZÁ,Plasma (ICP),3.9,69.6,70,343.6,1.5,3,,,,,,,,,,,,,26,2.6
15388,R: Roca,-75.92925334,6.250922994,ANTIOQUIA,ANZÁ,Plasma (ICP),10.9,91,16,30.6,3.3,7,,,,,,,,,,,,,19,7.1
15389,R: Roca,-75.93412629,6.257395055,ANTIOQUIA,ANZÁ,Plasma (ICP),4,8.8,15,110.9,1.2,1,,,,,,,,,,,,,21,3.5
15390,R: Roca,-75.93739391,6.317838171,ANTIOQUIA,ANZÁ,Plasma (ICP),5.4,41.2,27,132.9,1.5,3,,,,,,,,,,,,,19,2.8
15393,R: Roca,-75.77987161,6.367954613,ANTIOQUIA,EBÉJICO,Plasma (ICP),14.6,109.6,12,18.7,13.8,23,,,,,,,,,,,,,19,10.4
15394,R: Roca,-75.78221338,6.382173713,ANTIOQUIA,EBÉJICO,Plasma (ICP),8,26.6,38,97,7.3,17,,,,,,,,,,,,,33,22.9
15395,R: Roca,-75.91015167,6.699509796,ANTIOQUIA,BURITICÁ,Plasma (ICP),20.7,39.3,7,9.1,4.2,9,,,,,,,,,,,,,18,5.5
15396,R: Roca,-75.91160388,6.698645772,ANTIOQUIA,BURITICÁ,Plasma (ICP),19.4,66.8,5,4.5,3,6,,,,,,,,,,,,,19,5.6
15397,R: Roca,-75.72596222,6.060714856,ANTIOQUIA,AMAGÁ,Plasma (ICP),11.1,51,40,106.5,8.5,22,,,,,,,,,,,,,32,33.1
15399,R: Roca,-75.79759097,6.226026024,ANTIOQUIA,HELICONIA,Plasma (ICP),49.1,49.9,10,35.8,16.2,30,,,,,,,,,,,,,18,21.7
15401,R: Roca,-75.76170042,6.574503515,ANTIOQUIA,OLAYA,Plasma (ICP),14.7,159.4,19,5.8,6.1,13,,,,,,,,,,,,,28,16.2
15404,R: Roca,-75.94260198,6.722497183,ANTIOQUIA,BURITICÁ,Plasma (ICP),11.2,462.7,15,55.1,10.1,10,,,,,,,,,,,,,24,14.2
15406,R: Roca,-75.89827932,6.713354964,ANTIOQUIA,BURITICÁ,Plasma (ICP),3.8,152.6,53,90.1,3.5,8,,,,,,,,,,,,,50,23
15407,R: Roca,-75.9606855,6.650135529,ANTIOQUIA,GIRALDO,Plasma (ICP),18.2,49.4,3,17.4,22.1,18,,,,,,,,,,,,,5,9
15410,R: Roca,-75.91627845,6.559896192,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),15.6,72.9,21,32.9,2.2,5,,,,,,,,,,,,,26,6.9
15412,R: Roca,-75.81340039,6.411291,ANTIOQUIA,SOPETRÁN,Plasma (ICP),27.8,111.3,18,49.1,13,26,,,,,,,,,,,,,23,21.8
15414,R: Roca,-75.84556463,6.471050981,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),1.8,42.4,41,193.2,4.2,8,,,,,,,,,,,,,42,6.2
15415,R: Roca,-75.91035816,6.472574758,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),13,248.9,37,18.8,2.2,5,,,,,,,,,,,,,31,12.8
15417,R: Roca,-75.90287897,6.289562745,ANTIOQUIA,ANZÁ,Plasma (ICP),21.5,17.8,4,3.3,4.6,11,,,,,,,,,,,,,14,6.8
15418,R: Roca,-75.94125032,6.148815229,ANTIOQUIA,BETULIA,Plasma (ICP),9.5,38.8,13,5.9,2.1,5,,,,,,,,,,,,,15,8.1
15419,R: Roca,-75.82650059,6.101389457,ANTIOQUIA,TITIRIBÍ,Plasma (ICP),23.9,30.6,9,19.6,26.6,54,,,,,,,,,,,,,10,23.5
15420,R: Roca,-75.82346996,6.202043243,ANTIOQUIA,ARMENIA,Plasma (ICP),12.7,1526,500,184,2.9,9,,,,,,,,,,,,,27,22.5
15421,R: Roca,-75.78654023,6.19383904,ANTIOQUIA,ARMENIA,Plasma (ICP),26.6,104.4,22,53.6,19.5,39,,,,,,,,,,,,,16,17.6
15422,R: Roca,-75.78432937,6.191613601,ANTIOQUIA,HELICONIA,Plasma (ICP),9.1,68.9,9,26.1,15.2,28,,,,,,,,,,,,,5,5.8
15423,R: Roca,-75.81630948,6.30908292,ANTIOQUIA,EBÉJICO,Plasma (ICP),14.7,74.2,9,15,17.7,33,,,,,,,,,,,,,15,17.9
15426,R: Roca,-75.82222181,6.433405247,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,Plasma (ICP),16.6,959.4,52,8.5,4.1,13,,,,,,,,,,,,,36,27.5
15428,R: Roca,-75.89323118,6.333404211,ANTIOQUIA,ANZÁ,Plasma (ICP),8.7,14.9,17,9.1,2,5,,,,,,,,,,,,,17,4.2
15429,R: Roca,-75.90208271,6.330471939,ANTIOQUIA,ANZÁ,Plasma (ICP),17.7,113.6,26,29.9,3.2,7,,,,,,,,,,,,,27,8.9
